4BAZNq7FQZOV,toys,500,23,45,32
G16XPtJuiBOe,toys,150,16,4,13
tfJojxEnA32p,toys,2200,40,15,30
5hqQbR7p5r2D,toys,1825,43,28,28
97fSQlZJl4P8,toys,900,30,8,23
mwlDII1pL31s,toys,6650,23,19,29
N9wgqW59QGza,toys,250,22,12,16
n3QjhUa3JbkT,toys,500,17,17,16
fJOMyLSpholI,toys,200,20,2,15
DMB6KqQisnZE,toys,400,20,5,21
0vbEvli2JYJu,toys,1383,50,10,40
xl7fxh09W8xU,toys,4105,67,10,67
bumRSmIPLuYa,toys,14400,30,50,32
Hh61P9XhdxJT,furniture_decor,2850,40,5,44
jcZ2MOqKsGsh,toys,1590,38,20,23
OEoHcaKHbdiB,toys,10700,100,10,30
Ggd3U51peXoq,electronics,175,22,11,16
etUc3o0rjL6e,toys,2220,20,30,30
lFGT2p3CDtxY,toys,200,22,3,15
daiqbsoofbQ7,toys,150,17,8,12
dAz11YkQkoue,health_beauty,100,20,15,15
KocIrz6J906g,toys,200,16,6,20
xj8TsBOfCz2Q,toys,329,20,16,18
LEtlZnZPgiXx,toys,50,16,5,11
dtkkSAYxncfA,toys,150,20,10,20
WLCpnwy0jsjj,furniture_decor,1150,35,23,35
qjquOwfUstem,toys,200,16,2,11
gdZxFB7RkmeM,toys,400,16,24,16
RO8Eso0VLlkB,bed_bath_table,550,18,10,18
GvBzGCvvIC2D,toys,1000,53,8,18
BuMA9g0RCLlr,toys,450,16,7,11
K9inDFpRP1Y5,toys,588,19,14,17
sZPDopwjwXU1,auto,2450,30,30,30
PNxV7rsy2fgg,toys,150,16,5,20
XtWT6gLIlj7Q,toys,10700,40,40,40
Mb037GbMfoRI,toys,800,100,5,20
LP9yzvAzxDXy,toys,750,32,9,24
KDNXKv9s2evT,home_appliances,500,30,12,17
axLBYi1XjP6J,toys,200,41,2,29
YWxNxMu4wOKG,toys,1050,36,24,22
bdZMcl4443hh,toys,200,16,13,14
Djdj2b2qMgNy,toys,150,18,2,16
4VIws8ixtz0J,toys,200,25,7,16
63xWgMAWpCUv,audio,250,16,5,11
5zjlm4wGGKnH,toys,1067,32,13,22
ZXaWnDtFtm16,toys,1400,16,7,12
iqxjLw041Ngo,toys,476,21,15,17
77YHWauoWSee,toys,850,20,44,39
u7VrCV0J3rFD,toys,700,45,8,25
i8rOWNVCU8SG,toys,200,17,11,15
s284eb92Zw1i,toys,1500,40,25,20
GrFFq2mwLHY2,toys,200,16,8,11
CdlzSJX6L7SM,toys,1050,100,5,11
M6dHMMDQkzl9,toys,7650,44,15,34
HsY2B64ToEjd,toys,50,16,16,12
8EMcxO7AFhVP,toys,180,17,10,13
vTrdy4RV0PS5,toys,2200,48,25,25
Fn43rroPPaVv,housewares,9950,31,61,31
IiPypLNFQJ7z,toys,50,42,9,25
HhAtKukEU7VT,toys,1867,36,6,36
KnGbtqqEcmat,toys,300,40,10,25
wEXYeIBMtNpz,toys,1700,65,6,50
eJ0WKujR01gm,toys,950,105,10,11
JyBhiUYADnbo,toys,250,16,7,11
lpU3XJCPa54J,toys,523,20,16,17
k1G4RHt3R7Nk,toys,950,20,35,20
hXJzBtpOKuuU,toys,4650,37,20,34
Vb1H62ttvRIQ,toys,5400,32,25,14
1zUdSj6NFG6K,auto,450,20,15,15
5OJOlHuoPBnC,toys,1000,70,10,15
Joe8cEWyRSL5,consoles_games,900,22,7,18
vkx2x9k5aIEp,toys,6350,38,30,28
PdQSW0L6zcA8,toys,150,16,12,15
t3Yt7rB0Siv5,construction_tools_construction,450,16,10,11
6qDx55OCUjhU,toys,750,34,18,44
Mc3HVfMW32MH,toys,214,18,15,15
h2L3kgHs7Aaa,toys,700,32,15,21
dshaRMcCMDlF,consoles_games,100,20,3,15
kYkawOSYkfjo,watches_gifts,375,21,15,16
IygrTULmkPjL,toys,350,21,12,14
Y6z2ccr6ILTJ,toys,3300,60,18,50
CIzjmmwLZi9E,toys,441,24,20,17
0GII09WWgwUY,toys,200,51,15,15
UGsLZX3s5mEt,construction_tools_construction,1700,16,11,11
W0BmO3Zth0WP,toys,650,24,10,20
m2BXGAfmaOtK,toys,450,20,10,15
HheG19aBYVwJ,watches_gifts,200,16,2,11
oszo5WkcF9hR,toys,6450,35,25,27
d0gLt5qG6suy,toys,1200,32,28,13
ocSuycYd5FzD,sports_leisure,250,16,6,20
UtRbLGZqWe6T,furniture_decor,11850,74,8,74
4lnnpEh9Lojy,toys,1275,27,26,27
1Shu25hw8jmU,sports_leisure,150,16,16,11
G16XPtJuiBOe,toys,150,16,4,13
qtlBf0tnYibE,toys,240,16,2,11
2m67LSn6k958,toys,250,40,4,30
gkFvRSioMfLT,toys,237,16,16,16
qAJdy2rvA6Nv,toys,1050,22,9,12
6iped3gcNaVR,bed_bath_table,400,19,13,15
vBG3fdRC0U7J,toys,2200,30,30,40
6gc28NXmxjiC,toys,363,16,4,11
Sd2c5zg8xeYS,toys,300,20,6,26
TznsJjXJH6cK,toys,1700,25,25,25
aj4kbcxNEnZj,toys,4000,30,35,30
yC8GTlBDlTbh,toys,550,40,7,50
x3MYuCDmKXil,toys,575,23,17,20
PNlm9wyElFNa,toys,2150,45,15,35
U12L66pFn1Cd,toys,1050,38,10,38
T02sruZBYwTh,toys,250,40,4,30
tB2oGrkUn3T5,toys,1100,24,4,24
nTdYWC9EsMzL,stationery,250,20,20,20
SLTlrWtcYt1m,toys,1750,37,22,40
GvBzGCvvIC2D,toys,1000,53,8,18
tyfmRC7KLE75,toys,5650,40,20,40
frPceaQ1oVol,toys,100,80,10,60
SGzn0iArTwMr,garden_tools,9100,42,13,39
9Zkcb7CHJ7oF,toys,2800,50,10,40
QQh3add5yA42,toys,250,25,7,14
Y3eayqO8aOXQ,toys,850,38,10,38
Frot5FLjBR6q,toys,175,20,20,20
Q4YJxJB0FmME,furniture_living_room,2700,47,6,47
nleYDnRljyRR,toys,800,23,3,16
ZahOFsDsu0qC,toys,2700,87,10,30
a4eRSJHIpAKf,toys,300,40,4,30
xczz8pBAGbiX,sports_leisure,300,19,2,12
yNiC4LvaTd1R,toys,153,14,14,12
sDiRdnCZMwRY,toys,550,27,10,15
Hqi3PlXungqO,toys,2400,40,20,20
nPKBktJfW1Fl,toys,150,16,2,11
PwoiOjyJfSJK,bed_bath_table,400,20,2,15
EsjZXaqqL5SG,toys,500,19,11,20
pIsDRb4xbzyD,watches_gifts,350,16,14,11
YwgHNvscHjW0,toys,167,17,16,16
i10BtlKMkpvy,toys,442,20,19,17
JWWerUz4sUOi,toys,450,16,21,20
8IhgV2nH9kXE,health_beauty,700,25,12,19
RIeB1nlwkWYV,toys,400,29,36,15
S5shnnygPs0S,bed_bath_table,400,20,20,20
GntEBdL0e4AR,bed_bath_table,250,16,15,15
8o27iVPsjrvn,computers_accessories,200,20,20,20
sZ5wMb8HMu6M,toys,300,20,4,18
KbN9lsh9uJef,garden_tools,150,16,2,11
pG4lRZB6FT1o,housewares,2350,25,30,25
6kzsO3fAg0UT,toys,1700,20,24,30
Ffe8gTdmyO3U,toys,533,22,11,20
uXqtt8FPcOSE,auto,500,16,5,11
PWl2yBtu82h0,perfumery,250,20,8,21
P7YmM1JrfxgO,computers_accessories,800,35,12,15
MnU1humwDAEV,toys,2450,41,8,36
ij9mTh09IZhj,toys,2100,35,9,25
IxSYqX7LMxEm,toys,4850,61,15,58
TKNiFZxm7gs7,toys,350,16,2,20
fXpxCuz3DlnE,toys,1350,30,5,20
VrCYTXjnNAL1,toys,1100,37,6,27
VBy6T8nuWyMy,auto,50,17,10,15
KOdBiBN6BdOW,toys,150,19,10,15
B8QmdTHBBm2r,toys,600,16,14,14
JXxZvMEQwVdy,toys,50,17,3,12
GKdOuHdQrcS9,kitchen_dining_laundry_garden_furniture,975,41,12,12
pZaSE0Kq83mh,toys,533,52,6,40
fF0aIgV1Szz2,toys,17400,63,58,26
Dpy0ivGUIZbf,toys,275,23,11,16
mLW3e88htVUA,toys,600,25,10,25
W11EKjDhLU8S,home_appliances,100,18,8,13
oUaq0Emczjrp,toys,175,23,21,21
ilTOySUJeryQ,toys,2700,60,15,15
cPxHctjb1mwb,toys,150,22,3,15
MCpcB88Db8FO,toys,1500,45,15,35
VyvqSoUrvQ46,toys,363,18,13,13
5p34yHlx2OtC,toys,800,42,8,26
hqX5zybakKuo,housewares,800,30,40,30
rpc533nr2KMl,toys,850,20,9,14
SGGufQjkuu50,furniture_decor,650,20,35,20
d77sYHwrvNb6,consoles_games,700,26,12,18
MaltNz8KU4y1,bed_bath_table,2650,46,8,38
jkF9uiOYSJQv,toys,650,28,9,14
HClWJt2zIHqw,toys,4100,40,37,29
plejCSAfHfj4,toys,1100,20,20,20
8EMcxO7AFhVP,toys,180,17,10,13
uhU6v99z0kXK,bed_bath_table,1400,40,10,30
4tXRIqqJAw5t,cool_stuff,1650,33,44,19
ILJ1czl5oREZ,toys,1092,27,27,23
UpBx9hw8qVhN,toys,5450,23,24,23
8lFcvo9C9wbB,fashion_bags_accessories,300,20,10,20
fdKNYBPuPnsg,toys,250,22,5,15
hGtmCHbSVQ4G,furniture_decor,5700,40,30,40
p8szMBFqPyIE,housewares,700,30,30,30
0Rv9bIApkexA,toys,2050,90,8,15
bpqNyuI195P5,toys,100,21,9,13
CsjdvHqLmAxc,toys,950,16,30,27
ua99TuLWOUSc,market_place,175,17,10,19
9d6vkyKPUKTm,toys,10600,78,4,47
dAz11YkQkoue,health_beauty,100,20,15,15
mVm1INynZf3d,toys,350,16,25,11
CpeCg2UGCL6P,toys,250,40,4,30
3hr001otfd42,toys,150,18,20,11
oGoQE6pH8wMX,toys,300,104,4,20
lk149m5QGyX9,health_beauty,1600,50,16,40
BGJSKvvLAPkO,toys,325,21,8,17
qlb3txU8IQ7W,toys,775,34,9,33
H9bNMpRahUKq,toys,1850,16,10,16
GkKwbXbTsUcZ,toys,1400,43,5,30
KIYt8ODpiQyI,toys,550,16,7,11
y2j8hYmi4AVK,housewares,1800,30,30,30
n7Cpn4dSlDZn,toys,515,39,11,25
tEjoHkDlwfgW,toys,450,17,3,11
9RgMq5eVloUQ,toys,1200,42,25,15
1gi8qMFFJtiv,watches_gifts,233,17,11,15
Rtm1uWckrdIP,toys,950,35,6,45
C0ZV4wrnC7a9,home_appliances,4550,27,13,17
8EMcxO7AFhVP,toys,180,17,10,13
BFpdkwndpvo8,toys,2050,60,10,40
Rr4bjc79Exdc,toys,1575,26,21,23
ii8N1s7yzFym,toys,10250,35,50,35
4VIws8ixtz0J,toys,200,25,7,16
p9owG1LeMQyo,toys,2100,30,24,25
wdV7yJzaz3Su,toys,4338,17,12,14
V538EPE0kKPC,stationery,1500,60,20,29
DXG0TFaZjGHO,toys,200,16,7,11
Biwi1BNtUB7l,toys,1500,30,22,30
diXfR20Ry7N3,computers_accessories,200,20,15,15
xd1uzxed845G,toys,9200,53,52,17
DwqOXp6wWYBc,toys,300,16,8,11
Cjq4di8arIUK,toys,200,16,16,16
i3RR3rlzZnM1,computers_accessories,300,22,5,16
vMNkrbsMMk0s,toys,300,16,9,11
9SSBohAQrOts,toys,700,60,7,11
gero47msJAuH,toys,4100,20,15,13
cRgyR7JbPIOp,perfumery,100,20,15,15
EG4wDSpFyTth,health_beauty,250,22,10,18
h0c562VfTzH1,toys,1200,30,30,30
m9lIuV6TOthi,toys,517,39,11,13
Ycoiqp2LnndQ,toys,250,16,11,11
Gvk6GWtgVh4r,toys,887,30,22,20
T4RytrhXe0AL,toys,2600,36,13,36
THGXRZufUKBc,toys,700,16,17,16
cyCC0fkLmcqw,toys,513,19,15,18
GvBzGCvvIC2D,toys,1000,53,8,18
YNIpoyuyWPht,furniture_decor,7300,30,20,70
CiqlffKEv9bE,sports_leisure,13500,70,30,40
24AgwBMFEDBG,toys,480,18,11,14
3FAOpWw8lQRG,sports_leisure,400,70,10,20
y2MAnns4G96G,computers_accessories,207,19,11,14
Al1GHLV4kkHl,toys,800,39,12,17
5VAqP83HaX5S,telephony,100,19,3,11
11o3x3quwlxA,toys,2300,98,12,20
TAlgqaCYmIfH,home_construction,1050,16,20,16
kqxklO6gqERR,toys,14300,45,15,35
MUrEW9uOnc0R,toys,6900,74,13,52
cjZ4OtQAYbu8,toys,650,20,8,14
FNKIqU40hVPa,sports_leisure,900,50,6,20
6zUARqcDy3iI,toys,11500,20,50,28
GEteoECKnq9S,toys,575,26,20,32
cajdwKq3aeGD,toys,1300,30,40,30
6cDVtksZH7KU,,200,16,2,11
ffBrVvV1xRMY,housewares,6100,20,30,15
UgkSjxoiV9Ev,toys,2600,50,10,30
X9sl5gbsIDb6,toys,1825,53,10,40
QfIlk7LWi2Lx,toys,7800,18,18,18
8Jj1iuFC4uzV,toys,900,25,25,25
veULCrfJEcMn,toys,400,18,12,15
p4OJVkjqLIYy,toys,1000,20,12,21
YK9vqq5pdJfX,toys,4050,22,37,37
IzIflSQvLmzI,toys,900,32,17,25
Gb2HIDesY0ab,toys,825,60,8,33
AbOCavZAHlDU,toys,1100,36,20,20
iLdb3g2peSd6,toys,400,30,15,15
ipYJ5d8d5OHW,toys,300,16,10,16
8J8YIZXGpQkN,toys,5700,42,21,36
XVIu4wrydalt,toys,1500,16,8,16
ssZQDTdv1ISb,toys,400,34,4,22
sqPeHmTzzTXv,toys,600,30,12,12
GwAtwuLm3m5l,toys,450,40,4,30
71NSrL41eqam,toys,1350,45,10,55
1Shu25hw8jmU,sports_leisure,150,16,16,11
yRrKrWyMF6HD,toys,525,25,10,35
Clpt9JGtOL7P,toys,975,37,31,17
UCaDMBHd1vuf,toys,2800,40,8,40
ICb4opztefdl,toys,1250,49,10,34
w47Os1mXLhR7,toys,1200,28,5,18
bIEg5jBI5qCt,office_furniture,16133,63,59,25
4mMPfzYGac14,toys,300,35,5,25
GvBzGCvvIC2D,toys,1000,53,8,18
K35ErlmYxmP3,toys,150,17,8,14
Kxzm6htBni1h,electronics,600,16,11,11
LqNug3U6tUf0,toys,1310,60,12,24
o1t7qs5Pvp0r,toys,100,25,7,16
9NwzO0Pm0fDM,toys,1550,30,22,30
5ppYQQO7KZYt,toys,125,16,12,14
AwMrMN70PjWi,toys,1900,105,15,15
MrDnVpqFoLqT,toys,1850,45,12,45
mUzVm5ukrxKM,auto,5950,65,11,65
1XrebgSC6x8K,toys,16750,63,58,26
p7NpuOoJ7D0U,furniture_decor,650,25,25,25
CDuJDwStnGwQ,toys,1700,20,24,30
PWl2yBtu82h0,perfumery,250,20,8,21
EJC58vmKh0JZ,toys,1100,30,20,20
9NwzO0Pm0fDM,toys,1550,30,22,30
9NwzO0Pm0fDM,toys,1550,30,22,30
ad8n5dIJySPi,toys,650,16,10,16
DuOTQpA1e2b4,bed_bath_table,2250,42,16,36
gbZKFYX43Vp2,toys,2467,38,15,24
ePkdyik8Yarq,toys,3950,43,15,32
rSIbOvXw0Cpk,toys,5350,52,6,52
DXG0TFaZjGHO,toys,200,16,7,11
ilsWDSWmR8dX,bed_bath_table,1100,50,12,12
xl7fxh09W8xU,toys,4105,67,10,67
ZWc6ka4ieCQO,furniture_decor,500,68,8,13
Kng7s6klzhxE,toys,450,17,8,12
NDXr9BpDHzF7,office_furniture,11880,50,60,27
RVYXL9B514r5,housewares,1050,30,30,30
sNLeq710SzBt,toys,1000,42,42,14
SESkOgF0nWnh,cool_stuff,1600,42,25,15
5EFBA7VYOItK,toys,321,19,14,13
IkgGn9HxKC7r,toys,550,21,12,20
cknJxv19AtA0,toys,300,16,8,11
rouH1tejy3SO,toys,1600,20,60,20
Ffe8gTdmyO3U,toys,533,22,11,20
UgkSjxoiV9Ev,toys,2600,50,10,30
hLYCVUs0gvdF,toys,900,33,9,38
TVqNHUbZ8q20,toys,1300,25,25,35
uYZs9sSZLjJQ,toys,200,16,2,11
HhAtKukEU7VT,toys,1867,36,6,36
3B3FUMowpX3E,toys,1000,40,40,30
RZW9SelPr7Vv,toys,200,20,10,15
xdwAamTOt3Ba,toys,4300,50,20,20
3yk93DQoQpk3,toys,5000,40,10,40
hvWKcEV124VX,toys,15600,35,46,35
woP5cZBmcBcI,toys,9800,65,20,45
cBzyfbJ9o2Ly,housewares,800,16,11,18
qilDjbibfweR,toys,300,16,2,20
bJlrTdzo7s1f,toys,27000,105,18,35
GvBzGCvvIC2D,toys,1000,53,8,18
MXIDpBL8zOVA,toys,1350,27,9,18
Tu1BFgu9GnLO,bed_bath_table,1500,40,15,32
WVIqmO1Zpio7,auto,16900,40,30,30
eESFuzoBJg5E,toys,117,18,6,12
V2XI2qJlQyVA,industry_commerce_and_business,7225,16,103,25
PaQRmMWcVBvM,toys,1400,27,10,17
vZUdZ9QVR7iX,bed_bath_table,550,16,10,16
GA7VKY55Ve1s,toys,4850,30,30,20
Y3eayqO8aOXQ,toys,850,38,10,38
0vbEvli2JYJu,toys,1383,50,10,40
Qf3jXDCJPvkJ,toys,350,19,12,13
IAwyJkryRk4R,toys,450,16,10,16
04VarFqFDG4N,market_place,250,18,8,18
vj1Q9kGjOug5,food_drink,200,20,12,15
xhOdqDhuh9C3,baby,300,42,25,15
ERHVaJoeGFkF,market_place,1300,33,6,22
PkSSEEVEqflZ,toys,400,20,15,15
GVFABs8jv3Op,toys,3700,20,38,58
eusdPgZ9vfNN,toys,150,16,5,20
C5mBfEmBowsz,toys,1250,26,20,15
CpPR0u9UXipe,computers_accessories,300,16,8,12
E2GmxGWbzEND,toys,900,25,9,23
8EMcxO7AFhVP,toys,180,17,10,13
KWxRrLF3hWjp,toys,350,19,11,15
p189n8MsUQag,office_furniture,16800,63,58,24
ZERA6htQikNZ,toys,4350,18,33,39
cKboTGrWp54z,toys,2600,17,17,60
FBEbDE6iSj8Z,computers_accessories,140,22,14,14
xUOtXet8knB9,toys,300,20,12,25
swA5UXSnK1rs,toys,617,26,14,18
Ffe8gTdmyO3U,toys,533,22,11,20
tM47X5ddUK0O,toys,150,24,4,14
pTzXgfNgSpW7,toys,150,23,8,12
UGODVHG54iV2,toys,1100,22,27,22
jsE2P6T5PdVN,drinks,325,17,14,14
SrfaFCawoWPe,toys,4550,30,10,17
Qf3jXDCJPvkJ,toys,350,19,12,13
YXLgnSbcUlKN,toys,200,16,2,20
AzF5SLbUbKWt,toys,700,100,5,20
e8ZqaQoymPcf,toys,5200,37,20,34
c6DXFRSnX6ho,toys,750,35,20,20
HVb0WK2Cg43g,toys,4450,16,29,23
dw3iuqdKzB2C,toys,100,25,4,15
66FfkbqT7EaT,toys,6400,30,30,30
nRCGSNEb4RUm,bed_bath_table,1100,50,12,12
t04zRrtBcmWM,office_furniture,13475,53,65,32
JILBeNEN25Sg,sports_leisure,3675,38,29,28
B6iPUeo0Hmep,toys,300,40,10,25
o0wzlENKuuPY,toys,600,17,17,17
efmiIxk5GW9E,toys,1550,38,10,38
vaQjTEBWaASb,toys,150,21,9,14
UDxk0BKLGdWP,toys,150,16,6,11
n0I7r2n61EVM,housewares,600,16,25,11
AMKIgKd1s17B,health_beauty,200,22,10,18
KKOfV8j7dYHx,toys,617,17,14,15
0soM9tOoCXa3,toys,600,17,7,12
gZdw4XlyMmXn,toys,333,17,16,16
FOdgABJRGXrS,toys,100,19,3,11
8czc6uIc81lJ,toys,200,18,7,12
tIPO7bHrwS7c,toys,1850,34,5,34
aQSj5wMRLJyB,sports_leisure,3650,60,15,15
mUzVm5ukrxKM,auto,5950,65,11,65
9p1qIJDPo06E,bed_bath_table,400,26,18,23
T0Agezy7GbkA,toys,1050,35,18,35
HcxzVO7t4pPL,telephony,325,40,10,11
hfEa3c65LTA2,toys,5950,20,20,20
GqH7DZZi37vM,toys,250,16,16,16
X9sl5gbsIDb6,toys,1825,53,10,40
ptNrqD6lH94n,toys,200,35,2,25
cNIQyQD7lRhk,toys,150,17,8,14
fcdGCqtOAdKv,housewares,727,21,19,22
1Ds2HvWxpkv9,toys,50,16,16,17
C4MNIZebz8wg,toys,1582,31,31,35
MJd5ysuJ9wF1,health_beauty,600,33,19,13
6wkAkiVNcu3J,toys,2800,43,5,30
XGtPb2KqluuP,toys,500,23,16,18
drQODUvqXLjk,toys,547,22,13,21
XQnvUd50SsJQ,watches_gifts,50,16,8,16
d4lgTZMuo2nN,toys,450,16,15,11
nly1WtjMl4ys,toys,2800,35,12,30
POPbNW5r1Jpy,toys,1093,20,14,18
AtmJCgT56oDj,toys,250,16,16,12
P22k6cGQeLxP,toys,875,35,14,14
FCc6TWUWdrfn,agro_industry_and_commerce,125,20,4,13
9Ra9OvTGUkvh,toys,400,16,4,11
dAjuzl4lEzYf,housewares,550,16,12,15
DoFhfOL2EWsA,baby,13700,55,30,55
uAoOMo22UMav,toys,300,16,5,11
2KLdCRC3moTd,toys,1800,38,10,38
Pb7eGiBIFKMI,toys,300,45,15,35
yTmuTsD3E8nb,toys,100,17,5,19
0XyYmaoLSH4j,computers_accessories,180,16,9,16
Rtm1uWckrdIP,toys,950,35,6,45
897kVCNGEJYm,toys,1300,29,8,34
R2u3pJSgF7Gr,toys,200,19,9,12
sW6tMAHux6f6,watches_gifts,250,16,2,20
anvtFHva439b,signaling_and_security,575,19,16,18
XC70BhUAAkLt,toys,5400,50,40,40
0Kwvf0nc6vy2,baby,100,16,8,11
h6DZ76JHcZ0o,toys,4750,60,20,50
uhvQEAoGtiSX,toys,350,23,7,15
L5R4lad8hEHC,toys,1200,19,19,16
JbHjUrduq7BQ,toys,900,40,8,40
cip2jHhMY4pc,sports_leisure,3450,16,15,20
pSVuuWCLxyvY,toys,150,20,10,15
dInklYZ5HXma,toys,50,19,3,11
8Tlb7Xc9LP3L,bed_bath_table,1050,35,10,45
YABc5Ij49wi1,toys,900,30,4,20
YWxNxMu4wOKG,toys,1050,36,24,22
DQeMbUZYQfYz,toys,1300,30,30,35
x76dlq1kplBh,toys,13100,37,50,37
wQAj5Nm58m17,toys,1550,40,20,20
FJPMZFdKAowc,toys,1050,42,25,15
f6w7qAiaZUNv,toys,100,18,6,11
ro08JPncYzLh,garden_tools,1650,30,22,30
ljxT8gh1Xcw4,toys,10075,55,64,26
pKxOnQZkDwOQ,toys,1800,30,50,30
opWoTU2BWbGr,toys,7800,16,105,30
MQ2y03vEkluo,bed_bath_table,250,16,22,11
1JgqZUMnHeh7,toys,600,16,2,11
axLBYi1XjP6J,toys,200,41,2,29
lctzzYPrOOYX,toys,5417,47,44,44
vc0h8nhLMhjR,toys,100,30,30,20
gUsB6MIYvqzB,toys,213,14,9,13
m0Lw8m6joRAS,toys,350,40,4,30
Fbfxc3sxlDky,toys,1650,30,20,30
Y4LOuaOSwPzM,toys,800,17,28,11
Hmcijnur9oOg,consoles_games,700,20,15,20
LqemLFXtsUMx,toys,250,20,20,20
VFKqopsYepY6,toys,150,35,2,26
Pb29t2XBfP6Q,furniture_decor,700,35,4,30
mqrnNPLgsDKO,toys,750,30,30,11
KoRGSXOt2wEV,toys,2300,16,32,11
sZPDopwjwXU1,auto,2450,30,30,30
KNzyyeCfT6Jw,toys,7150,47,26,35
TQgUjDPUjd95,toys,1075,39,6,26
3DndxczZrPAj,toys,3900,53,13,53
rhyKJR9O3w6n,toys,650,25,25,25
tQSTooJNc6vp,toys,400,30,10,30
mckjIgHnht9R,toys,350,19,12,13
zc3Kr0vGb4YN,toys,1100,41,9,31
7grztYpCkySJ,toys,850,20,25,20
gQmWktJ30VDv,toys,250,16,2,20
sAZlZF7GJJdr,bed_bath_table,350,16,10,16
7Y9s1nKZwgT8,toys,188,16,11,12
BnICguJ7FAqS,toys,550,46,3,21
ZNl6BY792DHN,toys,2500,60,12,20
kFwCHCD7QAUG,fashion_bags_accessories,100,16,16,16
P3UmRv6uzzeh,toys,350,54,27,39
y94CJpPCKwhA,toys,500,30,42,20
ciyz5BBBbTP3,toys,100,16,4,16
JSf9OtrZlVSW,health_beauty,1200,21,13,19
3UKRaMZJbCXh,toys,1200,40,31,31
63XTdPWHKZSw,toys,7900,25,60,25
yO7IRW63DLNB,computers_accessories,400,28,6,13
kpaWBO7LJ3AD,toys,560,19,13,17
5a3fOLvOnQ3s,toys,396,18,11,14
K5iq4VCYBki3,toys,183,17,4,12
